product_key,sku,part_number,variant_name,uom,pack_size,min_order_qty,stock_status,is_default,position
BODOR-LASER-FOCUS-LENS,REF-BODOR-LASER-FOCUS-LENS,REF-BODOR-LASER-FOCUS-LENS,Standard,PIECE,1,1,MADE_TO_ORDER,true,0
AMADA-LASER-CUTTING-NOZZLE,REF-AMADA-LASER-CUTTING-NOZZLE,REF-AMADA-LASER-CUTTING-NOZZLE,Standard,PIECE,1,1,MADE_TO_ORDER,true,0
MAZAK-3D-LASER-HEAD-ASSEMBLY-PARTS,REF-MAZAK-3D-LASER-HEAD-ASSEMBLY-PARTS,REF-MAZAK-3D-LASER-HEAD-ASSEMBLY-PARTS,Standard,PIECE,1,10,MADE_TO_ORDER,true,0
I-3501-DNE-INSULATION-RING,REF-I-3501-DNE-INSULATION-RING,REF-I-3501-DNE-INSULATION-RING,Standard,PIECE,1,1,MADE_TO_ORDER,true,0
I-2500-DNE-INSULATION-RING,REF-I-2500-DNE-INSULATION-RING,REF-I-2500-DNE-INSULATION-RING,Standard,PIECE,1,1,MADE_TO_ORDER,true,0
I-2700-DNE-INSULATION-RING,REF-I-2700-DNE-INSULATION-RING,REF-I-2700-DNE-INSULATION-RING,Standard,PIECE,1,1,MADE_TO_ORDER,true,0
I-0502-DNE-INSULATION-RING,REF-I-0502-DNE-INSULATION-RING,REF-I-0502-DNE-INSULATION-RING,Standard,PIECE,1,1,MADE_TO_ORDER,true,0
RAYTOOLS-LASER-CUTTING-HEAD,REF-RAYTOOLS-LASER-CUTTING-HEAD,Trumpf Laser cutting Machine,Standard,PIECE,1,1,MADE_TO_ORDER,true,0
IPG-QBH-I-12X13-4KW-FIBER-LASER-CUTTING-MACHINE,REF-IPG-QBH-I-12X13-4KW-FIBER-LASER-CUTTING-MACHINE,REF-IPG-QBH-I-12X13-4KW-FIBER-LASER-CUTTING-MACHINE,Standard,PIECE,1,1,MADE_TO_ORDER,true,0
OPHIR-CO2-LASER-MACHINE-LENS,REF-OPHIR-CO2-LASER-MACHINE-LENS,REF-OPHIR-CO2-LASER-MACHINE-LENS,Standard,PIECE,1,1,MADE_TO_ORDER,true,0
AMADA-LASER-CUTTING-NOZZLE-2,REF-AMADA-LASER-CUTTING-NOZZLE-2,REF-AMADA-LASER-CUTTING-NOZZLE-2,Standard,PIECE,1,1,MADE_TO_ORDER,true,0
2D-LASER-CUTTING-SERVICES,REF-2D-LASER-CUTTING-SERVICES,REF-2D-LASER-CUTTING-SERVICES,Standard,PIECE,1,1,MADE_TO_ORDER,true,0
TUBE-LASER-CUTTING-SERVICES,REF-TUBE-LASER-CUTTING-SERVICES,REF-TUBE-LASER-CUTTING-SERVICES,Standard,PIECE,1,1,MADE_TO_ORDER,true,0
3D-5-AXIS-LASER-CUTTING-SERVICES,REF-3D-5-AXIS-LASER-CUTTING-SERVICES,REF-3D-5-AXIS-LASER-CUTTING-SERVICES,Standard,PIECE,1,1,MADE_TO_ORDER,true,0
LASER-EQUIPMENT-PARTS,REF-LASER-EQUIPMENT-PARTS,REF-LASER-EQUIPMENT-PARTS,Standard,PIECE,1,1,MADE_TO_ORDER,true,0
CP-10-FILTER-FOR-CHILLER-UNIT,REF-CP-10-FILTER-FOR-CHILLER-UNIT,Trulaser Cell 7040/7020/5030,Standard,PIECE,1,10,MADE_TO_ORDER,true,0
RAYTOOL-BM06K-PLANO-LASER-LENS,REF-RAYTOOL-BM06K-PLANO-LASER-LENS,REF-RAYTOOL-BM06K-PLANO-LASER-LENS,Standard,PIECE,1,1,MADE_TO_ORDER,true,0
OPHIR-MAZAK-CO2-LASER-LENSE,REF-OPHIR-MAZAK-CO2-LASER-LENSE,REF-OPHIR-MAZAK-CO2-LASER-LENSE,Standard,PIECE,1,1,MADE_TO_ORDER,true,0
355NM-FUSED-SILICA-LASER-LENSE,REF-355NM-FUSED-SILICA-LASER-LENSE,REF-355NM-FUSED-SILICA-LASER-LENSE,Standard,PIECE,1,1,MADE_TO_ORDER,true,0
400MM-RAYCUS-LASER-LENSE,REF-400MM-RAYCUS-LASER-LENSE,REF-400MM-RAYCUS-LASER-LENSE,Standard,PIECE,1,1,MADE_TO_ORDER,true,0
LASER-MACHINE-MIRRORS,REF-LASER-MACHINE-MIRRORS,REF-LASER-MACHINE-MIRRORS,Standard,PIECE,1,1,MADE_TO_ORDER,true,0
DOUBLE-LAYERS-RAYTOOLS-LASER-NOZZLE,REF-DOUBLE-LAYERS-RAYTOOLS-LASER-NOZZLE,REF-DOUBLE-LAYERS-RAYTOOLS-LASER-NOZZLE,Standard,PIECE,1,10,MADE_TO_ORDER,true,0
RAYTOOLS-LASER-HEAD-PROTECTION-LENS,REF-RAYTOOLS-LASER-HEAD-PROTECTION-LENS,REF-RAYTOOLS-LASER-HEAD-PROTECTION-LENS,Standard,PIECE,1,10,MADE_TO_ORDER,true,0
HYCO-VACUUM-PUMP,REF-HYCO-VACUUM-PUMP,Hyco Vacuum Pump,Standard,PIECE,1,1,MADE_TO_ORDER,true,0
1MM-CO2-LASER-MIRROR,REF-1MM-CO2-LASER-MIRROR,REF-1MM-CO2-LASER-MIRROR,Standard,PIECE,1,10,MADE_TO_ORDER,true,0
OPHIR-CO2-LASER-LENS,REF-OPHIR-CO2-LASER-LENS,REF-OPHIR-CO2-LASER-LENS,Standard,PIECE,1,10,MADE_TO_ORDER,true,0
SINGLE-LAYER-BODOR-LASER-NOZZLE,REF-SINGLE-LAYER-BODOR-LASER-NOZZLE,BODOR NOZZLE,Standard,PIECE,1,10,MADE_TO_ORDER,true,0
PRECITEC-LASER-NOZZLE,REF-PRECITEC-LASER-NOZZLE,Precitec Laser Nozzle,Standard,PIECE,1,10,MADE_TO_ORDER,true,0
PRECITEC-LASER-NOZZLE-2,REF-PRECITEC-LASER-NOZZLE-2,REF-PRECITEC-LASER-NOZZLE-2,Standard,PIECE,1,10,MADE_TO_ORDER,true,0
CHROME-PLATED-LASER-NOZZLE,REF-CHROME-PLATED-LASER-NOZZLE,REF-CHROME-PLATED-LASER-NOZZLE,Standard,PIECE,1,10,MADE_TO_ORDER,true,0
PRECITEC-LASER-NOZZLE-3,REF-PRECITEC-LASER-NOZZLE-3,REF-PRECITEC-LASER-NOZZLE-3,Standard,PIECE,1,10,MADE_TO_ORDER,true,0
